763767	8083
340759	7966
340121	7893
202298	7856
429257	7542
572792	7178
793012	7121
833082	7094
198079	6787
785616	6751
730306	6630
65566	6576
563677	6244
439237	6200
142618	6043
158698	5965
393058	5687
207972	5553
201958	5309
765614	5251
766617	5238
304047	5133
196192	5011
378220	4932
372543	4925
158710	4902
635275	4898
448294	4844
543942	4798
431254	4743
199530	4738
736290	4663
467304	4592
776369	4559
495577	4515
909678	4509
765321	4397
460756	4383
98749	4381
763910	4366
910524	4352
780722	4340
217385	4334
652213	4303
443735	4284
729450	4283
767980	4275
345189	4248
325910	4173
634412	4109
918337	4109
69376	4094
47187	4078
241297	4068
773239	4015
962313	4009
770711	3980
724406	3956
40412	3918
117724	3808
823042	3747
590618	3741
646729	3740
709960	3736
302500	3698
949145	3660
878401	3654
555740	3652
783295	3632
457300	3626
450835	3626
970079	3617
369222	3591
493620	3560
864741	3537
590919	3522
431807	3521
634202	3505
456258	3504
39748	3501
132531	3498
102949	3493
314183	3483
451747	3481
601508	3454
837371	3448
28264	3423
932389	3415
336299	3407
822576	3404
673670	3374
897161	3361
246943	3360
543217	3346
767987	3336
631868	3330
835221	3326
38115	3325
458907	3315
913411	3308
842819	3292
941005	3268
78476	3256
308803	3256
549226	3256
589668	3231
50291	3223
70658	3196
838625	3189
968248	3182
236169	3178
301706	3155
200974	3145
369270	3143
941518	3134
59794	3123
612331	3112
208053	3108
305772	3107
438985	3075
214886	3065
122470	3057
779743	3049
879579	3033
899966	3023
212638	3014
654336	3006
945572	3005
217245	3000
770754	2996
792908	2981
93044	2980
328655	2971
536579	2969
713536	2967
880634	2959
188539	2959
729174	2959
605739	2950
639903	2938
201074	2930
49672	2927
594403	2920
873550	2918
419431	2913
612110	2906
763235	2900
205159	2897
648362	2889
417438	2876
880965	2873
338713	2871
947739	2870
500783	2866
736778	2857
194765	2855
926215	2848
107559	2842
31952	2837
26571	2836
199211	2836
616302	2833
60426	2830
360136	2825
864563	2816
864045	2809
608451	2809
455267	2807
213537	2804
972310	2801
806282	2800
605137	2795
346844	2794
674231	2784
503847	2774
786429	2774
333077	2773
644364	2772
603287	2762
350136	2755
356635	2752
52354	2752
150379	2742
468933	2734
969861	2733
681751	2720
766326	2715
60460	2715
667963	2699
429903	2698
832296	2686
829433	2684
872535	2682
627026	2680
669212	2668
110269	2663
909840	2660
824025	2657
908946	2650
653632	2648
776713	2641
861028	2640
200262	2637
880158	2636
50524	2628
713689	2622
333756	2619
765581	2612
62445	2611
363147	2591
456829	2589
50668	2583
33982	2578
198513	2577
980280	2569
607603	2565
526386	2559
510021	2551
234950	2545
341527	2545
632482	2545
717936	2540
518354	2539
769179	2529
913750	2528
110103	2527
62919	2525
1004705	2518
245140	2516
689925	2514
822763	2514
455505	2513
714813	2511
621538	2511
546295	2501
542522	2493
633078	2489
422572	2476
99014	2468
645601	2466
830455	2464
913061	2462
39798	2460
672131	2439
167658	2437
139831	2436
164841	2427
206155	2425
421517	2417
276079	2415
678685	2415
633378	2414
763447	2414
415008	2413
547177	2411
933974	2406
967936	2402
96895	2400
713764	2400
202032	2399
1008075	2398
194536	2396
412421	2392
414952	2390
416462	2389
214521	2387
871588	2382
196383	2382
300083	2380
872417	2380
942436	2378
357437	2377
732412	2373
300619	2373
1011217	2371
497958	2366
100165	2362
468358	2354
909171	2354
317186	2348
635977	2345
54619	2345
873168	2340
313722	2339
293550	2334
1002128	2334
204506	2333
676402	2327
15359	2325
52319	2325
714668	2322
143861	2321
771367	2311
538878	2309
457382	2295
507953	2293
46071	2281
58381	2280
47686	2279
907674	2273
962779	2269
301564	2267
859532	2261
207036	2260
620053	2258
131340	2258
63181	2255
870305	2253
540156	2246
240093	2246
460528	2233
429268	2226
62895	2223
940575	2220
192500	2215
762168	2214
972053	2212
132265	2211
535390	2210
199349	2208
515533	2207
481057	2203
242095	2199
552967	2197
681980	2193
740515	2193
103185	2191
297840	2186
995551	2185
863274	2181
466592	2180
916438	2178
239860	2171
520641	2168
625044	2168
775604	2162
83041	2162
201436	2160
356703	2156
679145	2155
771016	2152
832049	2152
553209	2151
823279	2149
445887	2148
724038	2145
312458	2145
220936	2144
785749	2135
871939	2134
427349	2132
297635	2131
425782	2129
923197	2128
790373	2128
610887	2127
114232	2123
641648	2122
203419	2117
708831	2117
276031	2115
232684	2115
993957	2109
228257	2109
118656	2102
541165	2099
413497	2099
220018	2098
792427	2098
379249	2098
960572	2093
467694	2091
105648	2084
143520	2079
156189	2078
999864	2076
226581	2074
555536	2070
539474	2063
206606	2063
81342	2062
721425	2061
111888	2061
969885	2059
914493	2058
223065	2057
204304	2057
454608	2055
768333	2055
319982	2054
236925	2054
187674	2053
993246	2052
535324	2051
29028	2051
682935	2050
501652	2050
43100	2048
58413	2047
496287	2047
389661	2047
925421	2045
67443	2041
217328	2041
202528	2038
474651	2037
884526	2037
966891	2026
96459	2026
57094	2024
361208	2024
734593	2023
902256	2023
269355	2021
857817	2020
943674	2011
946548	2011
648062	2009
415421	2009
779761	2007
431730	2007
76995	2007
203099	2006
297074	1999
1027476	1996
429870	1994
917053	1994
974453	1994
195388	1991
449651	1991
347658	1990
723991	1990
432548	1990
191649	1989
910636	1989
201021	1985
495107	1985
486109	1984
107601	1984
607384	1984
912104	1982
52431	1982
613379	1981
522786	1981
793391	1978
689780	1973
1011293	1972
278876	1969
863017	1967
999239	1966
159613	1965
612566	1963
902917	1962
729934	1960
874457	1959
312018	1959
35716	1957
534037	1956
44064	1955
198360	1954
470137	1952
422538	1951
990557	1951
711094	1951
170047	1948
731595	1948
993257	1947
414976	1945
776582	1940
216964	1940
47730	1935
725481	1934
848545	1931
384028	1929
634407	1928
100182	1927
201494	1926
377314	1926
645543	1924
917214	1924
715222	1922
724851	1922
81584	1921
962995	1920
933061	1916
965978	1916
439642	1916
130768	1915
58675	1915
53063	1915
721225	1914
244701	1913
825509	1912
207353	1909
551141	1904
793194	1902
972121	1901
771466	1900
520980	1899
238857	1899
139089	1898
908823	1897
872269	1895
623843	1891
199414	1890
788544	1889
920140	1889
613759	1887
953731	1886
595411	1886
422680	1884
430938	1882
838812	1881
685442	1881
632817	1877
439650	1874
629356	1872
737940	1870
615840	1870
777579	1867
429641	1862
1005878	1861
980284	1861
766200	1860
48964	1860
652459	1860
867697	1858
202432	1857
871259	1854
159517	1854
872880	1851
485281	1851
94420	1850
73438	1848
617983	1845
458057	1843
969237	1842
707575	1841
635795	1841
840363	1840
519547	1839
923576	1839
100295	1839
38184	1836
54593	1833
455066	1831
911524	1827
317752	1826
431189	1824
338552	1822
635597	1821
777282	1819
588663	1819
830184	1818
784509	1818
308603	1817
201128	1816
169140	1816
72876	1815
763315	1813
72241	1813
505475	1812
872788	1811
213172	1811
639909	1810
715151	1810
301185	1809
634210	1808
876389	1807
918907	1804
860099	1801
430104	1798
474237	1797
880192	1796
345055	1792
197589	1791
454843	1791
590327	1791
653678	1791
554055	1790
438122	1790
457551	1789
637687	1789
93653	1785
62828	1782
781924	1782
576114	1779
722682	1779
830173	1779
634507	1778
192836	1777
977141	1776
962687	1774
62812	1772
897159	1770
66107	1769
115735	1768
502436	1767
215756	1767
40292	1766
70401	1766
296391	1764
765087	1764
96995	1761
945165	1761
539580	1759
765516	1757
456974	1757
656399	1756
668003	1755
414011	1755
636770	1754
123551	1753
425286	1750
63933	1748
109742	1745
872831	1742
622944	1741
438099	1741
134922	1739
189315	1739
50979	1736
372487	1734
632514	1733
942520	1733
1001259	1733
116552	1732
636456	1729
252552	1727
169212	1727
960109	1727
200798	1726
461822	1726
651048	1725
691526	1724
615848	1723
201583	1723
201030	1722
516501	1722
506018	1721
730355	1720
277828	1719
968021	1719
413946	1717
143992	1717
312009	1716
279904	1716
613710	1715
477403	1715
966246	1713
27011	1713
524265	1713
244555	1709
235846	1708
347725	1707
615973	1706
970990	1705
632318	1705
198895	1704
570997	1703
653343	1700
270479	1699
501417	1693
84756	1692
453283	1691
856633	1691
437604	1690
929726	1690
536841	1689
461715	1689
550156	1688
727422	1688
1015810	1687
967727	1685
101219	1682
198438	1682
889625	1682
844573	1678
169709	1677
763487	1677
658166	1676
1012300	1675
196190	1673
197602	1673
550481	1670
246926	1669
772263	1668
520884	1667
238489	1666
601662	1665
730063	1663
1001299	1662
636789	1662
42275	1660
825614	1658
341865	1658
511439	1657
337422	1657
276249	1656
590977	1655
812951	1655
27455	1652
130759	1652
873358	1650
918307	1649
69295	1649
773687	1649
455923	1649
872993	1649
456779	1644
336434	1644
467470	1643
54595	1642
296387	1642
607369	1641
150658	1640
66210	1638
235549	1637
54894	1636
946070	1635
712755	1635
511493	1633
134704	1632
432230	1630
917438	1629
929058	1627
317694	1627
767630	1625
715221	1625
597014	1623
424667	1621
62323	1618
439092	1615
207659	1615
1002320	1613
723748	1610
194161	1609
44418	1608
451670	1606
821538	1605
222989	1604
837377	1604
723783	1604
768010	1599
959762	1599
507425	1596
196169	1595
445563	1595
217356	1594
620718	1594
505228	1593
195695	1593
85951	1590
60389	1589
515625	1588
44753	1588
1025343	1584
1007293	1583
727367	1583
205872	1582
62850	1579
474664	1577
613260	1576
447497	1573
777460	1573
843468	1572
960208	1572
422931	1572
708717	1572
299364	1571
199706	1570
874099	1568
972515	1568
222695	1567
194301	1566
330649	1566
200665	1565
775684	1564
264329	1564
905092	1563
684682	1561
714190	1561
913488	1557
422628	1557
973164	1556
315147	1556
139497	1554
213944	1554
508931	1552
542675	1552
71328	1550
223488	1549
783261	1548
279456	1547
999814	1545
631737	1542
553534	1542
188626	1541
863918	1540
506610	1539
863389	1539
512751	1538
841284	1537
613727	1536
140308	1534
40275	1534
113824	1531
345113	1530
208060	1529
632792	1529
946562	1529
165336	1529
903552	1527
344597	1527
212393	1527
963042	1526
830233	1525
454857	1525
629965	1522
103860	1520
91185	1518
30797	1517
89984	1517
768234	1515
942829	1512
235528	1511
988483	1510
914466	1510
72542	1508
542672	1506
104288	1505
170124	1505
206011	1504
139489	1504
158431	1503
417636	1502
966790	1501
633506	1501
40773	1500
642026	1500
104162	1496
511265	1495
202552	1495
213750	1494
39123	1494
203670	1493
23694	1493
831309	1492
418768	1490
680828	1490
50104	1489
727318	1488
726992	1488
788031	1488
475426	1488
711291	1488
451594	1487
793776	1486
376246	1484
419583	1484
794720	1484
454863	1484
550917	1481
721407	1480
828421	1479
541276	1478
313187	1477
246594	1477
198293	1476
722074	1475
332144	1475
236933	1473
455836	1473
636618	1472
236277	1471
311174	1470
767890	1469
276094	1468
621835	1468
520835	1466
654558	1465
840408	1464
68244	1462
964924	1460
199229	1460
678799	1459
876534	1459
944947	1458
334261	1458
674016	1457
111788	1457
70046	1456
434393	1456
609538	1454
233656	1453
713164	1453
442830	1452
166962	1451
201307	1449
968372	1447
513828	1447
55165	1446
517638	1446
449684	1446
98802	1446
196515	1444
508879	1444
735269	1443
741713	1443
209568	1443
416381	1442
628379	1442
634224	1442
554820	1441
76762	1441
72749	1440
189204	1440
961141	1438
919889	1437
312825	1437
544548	1437
760164	1437
714163	1437
497681	1436
60801	1436
96793	1436
520218	1435
653328	1434
628756	1432
863355	1431
765750	1430
204912	1430
589043	1429
690981	1429
711018	1428
907549	1427
737738	1426
345304	1425
960175	1425
789678	1425
231849	1422
880014	1422
599263	1421
1004720	1420
649997	1420
902595	1420
235531	1418
78856	1418
634909	1418
418557	1417
105111	1414
961349	1414
178339	1414
408005	1414
864043	1413
916363	1413
383054	1413
295572	1412
215832	1411
